Name,Saudi Arabia,Argentina,Türkiye,Australia,South Africa,Japan,Brazil,Republic of Korea,Italy,United States,Euro area,Canada,China,Mexico,France,Germany,United Kingdom,India,Indonesia,Russian Federation
,6.9,5.3,2.4,-0.5,-2.4,-2.6,-2.8,-3.4,-4.1,-4.5,-5.1,-5.4,-5.7,-5.8,-6.6,-6.8,-6.8,-7.8,-9.2,-12.6
