Name,Somalia,Sri Lanka,Angola,Gabon,Lao People's Dem. Rep.,Dominican Republic,Mozambique,Turkmenistan,Congo,Montenegro,Papua New Guinea,Panama,Ghana,Maldives,Senegal,Jamaica,Georgia,Jordan,Fiji,Tunisia
,96.8,58.83641384,56.45915658,51.86484416,40.97961042,40.18558128,35.76248172,34.15638969,31.94215556,30.20150025,28.85191448,28.81455117,28.01097452,27.61092724,27.00030587,26.41343878,23.37239572,23.18850611,22.40438426,22.13969937
