Name,Sri Lanka,Lao P.D.R.,Ghana,Türkiye,Sudan,Malawi,Argentina,South Sudan,Egypt,Pakistan,Sierra Leone,Haiti
,77.8,34.37693918,32.11382114,31.39286339,29.69018644,25.38211282,23.0963481,20.25081146,19.75553615,17.47006708,17.30629946,15.57642857
