Name,Jan 2005,Feb 2005,Mar 2005,Apr 2005,May 2005,Jun 2005,Jul 2005,Aug 2005,Sep 2005,Oct 2005,Nov 2005,Dec 2005,Jan 2006,Feb 2006,Mar 2006,Apr 2006,May 2006,Jun 2006,Jul 2006,Aug 2006,Sep 2006,Oct 2006,Nov 2006,Dec 2006,Jan 2007,Feb 2007,Mar 2007,Apr 2007,May 2007,Jun 2007,Jul 2007,Aug 2007,Sep 2007,Oct 2007,Nov 2007,Dec 2007,Jan 2008,Feb 2008,Mar 2008,Apr 2008,May 2008,Jun 2008,Jul 2008,Aug 2008,Sep 2008,Oct 2008,Nov 2008,Dec 2008,Jan 2009,Feb 2009,Mar 2009,Apr 2009,May 2009,Jun 2009,Jul 2009,Aug 2009,Sep 2009,Oct 2009,Nov 2009,Dec 2009,Jan 2010,Feb 2010,Mar 2010,Apr 2010,May 2010,Jun 2010,Jul 2010,Aug 2010,Sep 2010,Oct 2010,Nov 2010,Dec 2010,Jan 2011,Feb 2011,Mar 2011,Apr 2011,May 2011,Jun 2011,Jul 2011,Aug 2011,Sep 2011,Oct 2011,Nov 2011,Dec 2011,Jan 2012,Feb 2012,Mar 2012,Apr 2012,May 2012,Jun 2012,Jul 2012,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Jan 2016,Feb 2016,Mar 2016,Apr 2016,May 2016,Jun 2016,Jul 2016,Aug 2016,Sep 2016,Oct 2016,Nov 2016,Dec 2016,Jan 2017,Feb 2017,Mar 2017,Apr 2017,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021,Jan 2022,Feb 2022,Mar 2022,Apr 2022,May 2022,Jun 2022
Global supply chain pressure index,-0.11,-0.23,-0.30,-1.35,-1.08,-0.95,-1.02,-0.76,-0.05,-0.06,-0.67,-0.74,-0.43,-0.69,-0.44,0.02,0.10,0.07,-0.13,0.08,-0.53,-0.39,-0.20,-0.44,-0.85,-0.71,-0.51,-0.75,-0.28,-0.37,-0.40,-0.03,-0.08,-0.65,-0.44,-0.16,-0.32,0.42,0.18,0.15,-0.08,0.28,1.02,0.26,-0.56,-1.04,-1.52,-0.61,-0.42,-0.62,-0.04,0.65,0.18,-0.68,-0.88,-1.18,-0.49,-0.42,-0.75,-0.62,-0.25,-0.10,0.43,0.28,0.38,-0.05,0.06,0.44,0.42,0.76,0.43,0.69,0.83,0.41,0.76,1.58,0.98,0.25,0.30,-0.04,-0.56,-0.38,0.14,-0.06,0.36,-0.03,-0.39,-0.28,-0.69,-0.65,-0.65,-0.11,-0.21,0.03,-0.33,-0.13,-0.05,-0.40,-0.54,-0.72,-0.82,-0.60,-0.66,-0.52,-0.27,-0.14,-0.61,-0.45,-0.62,-0.24,-0.57,-0.80,-0.75,-0.63,-0.78,-0.61,-0.78,-0.56,-0.95,-0.36,-0.50,-0.31,-0.39,-0.26,-0.52,-0.81,-0.38,-0.66,-0.39,-0.20,-0.63,-0.58,-0.73,-0.69,-0.59,-0.19,-0.70,-0.26,-0.15,0.12,-0.28,-0.03,-0.30,-0.24,0.21,0.24,0.13,0.06,-0.07,0.15,0.17,0.47,0.56,0.81,0.88,0.72,0.61,0.11,0.49,0.58,0.38,0.42,0.43,0.57,0.48,0.55,0.45,0.46,0.55,0.15,0.21,0.05,-0.64,-0.46,-0.44,-0.32,0.15,0.07,0.13,0.02,0.06,1.16,2.54,3.26,2.73,2.45,2.72,1.24,0.58,0.11,0.72,1.64,1.42,1.89,2.17,2.47,2.94,2.67,2.95,3.26,3.27,3.82,4.26,4.35,3.65,2.77,2.79,3.39,2.58,2.41
